rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
2516,5202905,K01932.01,Kepler-340 c,CONFIRMED,CANDIDATE,0.9440,0,0,0,0
2517,5202905,K01932.02,Kepler-340 b,CONFIRMED,CANDIDATE,0.6360,0,0,0,0
2518,9072190,K01933.01,Kepler-1018 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2519,4242147,K01934.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2521,4945877,K01936.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2522,10190777,K01937.01,Kepler-1019 b,CONFIRMED,CANDIDATE,0.9720,0,0,0,0
2523,9651234,K01938.01,Kepler-1020 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2524,7045496,K01939.01,Kepler-1021 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2525,10005788,K01940.01,Kepler-1022 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2527,2832589,K01942.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2528,2832589,K01942.02,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2529,7810483,K01943.01,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0
2530,2438513,K01944.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2532,11656918,K01945.01,Kepler-1023 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0
2533,10844890,K01946.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2534,12253474,K01947.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2537,3118797,K01950.01,Kepler-1024 b,CONFIRMED,CANDIDATE,0.8940,0,0,0,0
2538,8081187,K01951.01,Kepler-1025 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2539,7747425,K01952.01,Kepler-341 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
2540,7747425,K01952.02,Kepler-341 d,CONFIRMED,CANDIDATE,0.9670,0,0,0,0
2541,7747425,K01952.03,Kepler-341 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2542,7747425,K01952.04,Kepler-341 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2545,9892816,K01955.01,Kepler-342 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2546,9892816,K01955.02,Kepler-342 d,CONFIRMED,CANDIDATE,0.6030,0,0,0,0
2547,9892816,K01955.03,Kepler-342 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2548,9892816,K01955.04,Kepler-342 c,CONFIRMED,CANDIDATE,0.9930,0,0,0,0
2550,10028352,K01957.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2552,9836149,K01958.01,Kepler-66 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2553,4813563,K01959.01,Kepler-1026 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2554,6949061,K01960.01,Kepler-343 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2555,6949061,K01960.02,Kepler-343 c,CONFIRMED,CANDIDATE,0.9920,0,0,0,0
2556,7269493,K01961.01,Kepler-1027 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2557,5513648,K01962.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2558,10917681,K01963.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2559,7887791,K01964.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2560,11657891,K01965.01,Kepler-1028 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2562,6205897,K01967.01,Kepler-1029 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2563,7948784,K01968.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2564,9244756,K01969.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2565,9650808,K01970.01,Kepler-344 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2566,9650808,K01970.02,Kepler-344 c,CONFIRMED,CANDIDATE,0.8990,0,0,0,0
2567,9347009,K01971.01,Kepler-1030 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2568,11253711,K01972.01,,CANDIDATE,CANDIDATE,0.9910,0,0,0,0
2569,11253711,K01972.02,Kepler-1031 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2570,4917596,K01973.01,Kepler-1032 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2571,7289577,K01974.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2572,8543100,K01975.01,Kepler-1033 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2573,2693736,K01976.01,Kepler-1034 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2574,9412760,K01977.01,Kepler-345 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2575,9412760,K01977.02,Kepler-345 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2576,9518318,K01978.01,Kepler-346 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2577,9518318,K01978.02,Kepler-346 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2578,7273277,K01979.01,Kepler-1035 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2579,11769890,K01980.01,Kepler-1036 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2580,10153855,K01981.01,Kepler-1037 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2581,6862721,K01982.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2583,10094670,K01984.01,,CANDIDATE,CANDIDATE,0.9910,0,0,0,0
2584,8142942,K01985.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2585,8257205,K01986.01,Kepler-1038 b,CONFIRMED,CANDIDATE,0.9930,0,0,0,0
2586,8257205,K01986.02,,CANDIDATE,CANDIDATE,0.9890,0,0,0,0
2588,9044228,K01988.01,Kepler-1039 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2589,10779233,K01989.01,Kepler-1040 b,CONFIRMED,CANDIDATE,0.8610,0,0,0,0
2590,11614617,K01990.01,Kepler-1041 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2592,11450414,K01992.01,Kepler-347 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2593,11450414,K01992.02,Kepler-347 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2597,5942093,K01995.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2598,4736569,K01996.01,Kepler-1042 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2599,4736569,K01996.02,,CANDIDATE,CANDIDATE,0.9500,0,0,0,0
2600,10384798,K01997.01,Kepler-1043 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2601,9834040,K01998.01,Kepler-1044 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2603,8802693,K02000.01,Kepler-1045 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2604,6061773,K02001.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2605,10024701,K02002.01,Kepler-1046 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2607,12154526,K02004.01,Kepler-1047 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2608,12154526,K02004.02,Kepler-1047 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2609,12154526,K02004.03,,CANDIDATE,CANDIDATE,0.8730,0,0,0,0
2610,6665512,K02005.01,Kepler-1048 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2611,10525027,K02006.01,Kepler-1049 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2612,11069176,K02007.01,Kepler-1050 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2613,11069176,K02007.02,Kepler-1050 c,CONFIRMED,CANDIDATE,0.9740,0,0,0,0
2615,2449431,K02009.01,,CANDIDATE,CANDIDATE,0.9360,0,0,0,0
2616,5631630,K02010.01,Kepler-1051 b,CONFIRMED,CANDIDATE,0.8790,0,0,0,0
2617,5384079,K02011.01,Kepler-348 b,CONFIRMED,CANDIDATE,0.9890,0,0,0,0
2618,5384079,K02011.02,Kepler-348 c,CONFIRMED,CANDIDATE,0.9470,0,0,0,0
2619,9839821,K02012.01,Kepler-1052 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0
2620,9839821,K02012.02,,CANDIDATE,CANDIDATE,0.8770,0,0,0,0
2621,4056616,K02013.01,Kepler-1053 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2622,6707908,K02014.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0
2624,8492026,K02016.01,Kepler-1054 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2625,8750043,K02017.01,Kepler-1055 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2626,9973109,K02018.01,Kepler-1056 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2627,9973109,K02018.02,,CANDIDATE,CANDIDATE,0.9950,0,0,0,0
2628,6226290,K02019.01,Kepler-1057 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2629,9349482,K02020.01,Kepler-1058 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0
2630,6356207,K02021.01,Kepler-1059 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2631,8564674,K02022.01,Kepler-349 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2632,8564674,K02022.02,Kepler-349 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2633,8578780,K02023.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0
2634,4544907,K02024.01,Kepler-1060 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0
2635,4636578,K02025.01,Kepler-350 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2636,4636578,K02025.02,Kepler-350 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2637,4636578,K02025.03,Kepler-350 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0
2638,11923284,K02026.01,Kepler-1061 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2640,7102316,K02028.01,Kepler-351 c,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2641,7102316,K02028.02,Kepler-351 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2642,7102316,K02028.03,Kepler-351 d,CONFIRMED,CANDIDATE,0.9850,0,0,0,0
2643,9489524,K02029.01,Kepler-352 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2644,9489524,K02029.02,Kepler-352 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2645,9489524,K02029.03,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0
2646,9489524,K02029.04,,CANDIDATE,CANDIDATE,0.8630,0,0,0,0
2648,5940165,K02031.01,Kepler-1062 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2649,2985767,K02032.01,Kepler-1063 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2650,2304320,K02033.01,Kepler-1064 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2651,3657758,K02034.01,Kepler-1065 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2652,3657758,K02034.02,Kepler-1065 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2653,9790806,K02035.01,Kepler-1066 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2654,6382217,K02036.01,Kepler-353 c,CONFIRMED,CANDIDATE,0.9780,0,0,0,0
2655,6382217,K02036.02,Kepler-353 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2656,9634821,K02037.01,,CANDIDATE,CANDIDATE,0.9790,0,0,0,0
2657,9634821,K02037.02,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2658,9634821,K02037.03,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2659,8950568,K02038.01,Kepler-85 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2660,8950568,K02038.02,Kepler-85 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2661,8950568,K02038.03,Kepler-85 d,CONFIRMED,CANDIDATE,0.8890,0,0,0,0
2662,8950568,K02038.04,Kepler-85 e,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2663,8804845,K02039.01,,CANDIDATE,CANDIDATE,0.9510,0,0,0,0
2664,8804845,K02039.02,Kepler-1067 b,CONFIRMED,CANDIDATE,0.9940,0,0,0,0
2665,10480915,K02040.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2667,9111849,K02042.01,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0
2668,3448130,K02043.01,,CANDIDATE,CANDIDATE,0.9830,0,0,0,0
2669,9656252,K02044.01,Kepler-1068 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2670,6026438,K02045.01,Kepler-354 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2672,6026438,K02045.03,Kepler-354 c,CONFIRMED,CANDIDATE,0.9920,0,0,0,0
2673,10663396,K02046.01,Kepler-1069 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2674,11457726,K02047.01,Kepler-1070 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2675,8956206,K02048.01,Kepler-1071 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2676,9649706,K02049.01,Kepler-1072 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2678,6307083,K02050.02,,CANDIDATE,CANDIDATE,0.9390,0,0,0,0
2679,7265298,K02051.01,Kepler-355 c,CONFIRMED,CANDIDATE,0.8620,0,0,0,0
2680,7265298,K02051.02,Kepler-355 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0
2681,3248501,K02052.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2682,2307415,K02053.01,Kepler-356 c,CONFIRMED,CANDIDATE,0.9780,0,0,0,0
2683,2307415,K02053.02,Kepler-356 b,CONFIRMED,CANDIDATE,0.9830,0,0,0,0
2685,3128552,K02055.01,Kepler-1073 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2686,3128552,K02055.02,Kepler-1073 c,CONFIRMED,CANDIDATE,0.9860,0,0,0,0
2687,3128552,K02055.03,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2688,10134152,K02056.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2689,9573685,K02057.01,Kepler-1074 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2690,10329835,K02058.01,Kepler-1075 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2691,12301181,K02059.01,Kepler-1076 b,CONFIRMED,CANDIDATE,0.9940,0,0,0,0
2692,12301181,K02059.02,,CANDIDATE,CANDIDATE,0.6910,0,0,0,0
2693,9279354,K02060.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2695,12061969,K02061.02,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0
2696,6774880,K02062.01,Kepler-1077 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2697,7449541,K02063.01,Kepler-1078 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2698,2579043,K02064.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2699,6342333,K02065.01,,CANDIDATE,CANDIDATE,0.9680,0,0,0,0
2700,3239671,K02066.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0
2701,9304101,K02067.01,Kepler-1079 b,CONFIRMED,CANDIDATE,0.9750,0,0,0,0
2702,10674871,K02068.01,,CANDIDATE,CANDIDATE,0.8900,0,0,0,0
2703,11360571,K02069.01,Kepler-1080 b,CONFIRMED,CANDIDATE,0.9370,0,0,0,0
2705,6035124,K02071.01,Kepler-1081 b,CONFIRMED,CANDIDATE,0.9000,0,0,0,0
2706,12058147,K02072.01,Kepler-1082 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2707,8164257,K02073.01,Kepler-357 d,CONFIRMED,CANDIDATE,0.9930,0,0,0,0
2708,8164257,K02073.02,Kepler-357 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2709,8164257,K02073.03,Kepler-357 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2710,8866137,K02074.01,Kepler-1083 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2711,10857519,K02075.01,Kepler-1084 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2712,9517393,K02076.01,,CANDIDATE,CANDIDATE,0.9920,0,0,0,0
2713,9517393,K02076.02,Kepler-1085 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2715,9351316,K02078.01,Kepler-1086 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2716,9351316,K02078.02,Kepler-1086 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2717,9473078,K02079.01,Kepler-1087 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
2718,10864531,K02080.01,Kepler-358 c,CONFIRMED,CANDIDATE,0.5260,0,0,0,0
2719,10864531,K02080.02,Kepler-358 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2720,2853780,K02081.01,,CANDIDATE,CANDIDATE,0.8810,0,0,0,0
2721,9472000,K02082.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0
2722,7097965,K02083.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2723,3967326,K02084.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2725,6768394,K02086.01,Kepler-60 b,CONFIRMED,CANDIDATE,0.9830,0,0,0,0
2726,6768394,K02086.02,Kepler-60 c,CONFIRMED,CANDIDATE,0.9720,0,0,0,0
2727,6768394,K02086.03,Kepler-60 d,CONFIRMED,CANDIDATE,0.9510,0,0,0,0
2728,6922710,K02087.01,Kepler-1088 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
2731,11348997,K02090.01,Kepler-1089 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2732,5705819,K02091.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2733,6696580,K02092.01,Kepler-359 c,CONFIRMED,CANDIDATE,0.9810,0,0,0,0
2734,6696580,K02092.02,Kepler-359 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2735,6696580,K02092.03,Kepler-359 d,CONFIRMED,CANDIDATE,0.7830,0,0,0,0
2736,6525946,K02093.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0
2737,6525946,K02093.02,,CANDIDATE,CANDIDATE,0.9800,0,0,0,0
2738,6525946,K02093.03,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0
2739,8505920,K02094.01,,CANDIDATE,CANDIDATE,0.9740,0,0,0,0
2740,8505920,K02094.02,Kepler-1090 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2741,7918992,K02095.01,Kepler-1091 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2742,9307509,K02096.01,,CANDIDATE,CANDIDATE,0.9910,0,0,0,0
2743,10158729,K02097.01,Kepler-1092 b,CONFIRMED,CANDIDATE,0.9190,0,0,0,0
2744,6105462,K02098.01,Kepler-1093 b,CONFIRMED,CANDIDATE,0.8160,0,0,0,0
2745,6105462,K02098.02,Kepler-1093 c,CONFIRMED,CANDIDATE,0.9770,0,0,0,0
2746,3120355,K02099.01,Kepler-1094 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0
2747,6047072,K02100.01,Kepler-1095 b,CONFIRMED,CANDIDATE,0.9800,0,0,0,0
2748,9411412,K02101.01,Kepler-1096 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2749,7008211,K02102.01,Kepler-1097 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0
2750,7620413,K02103.01,Kepler-1098 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2751,7620413,K02103.02,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0
2752,10854546,K02104.01,Kepler-1099 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2753,8165946,K02105.01,Kepler-1100 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2754,12017109,K02106.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2755,9225395,K02107.01,Kepler-1101 b,CONFIRMED,CANDIDATE,0.9790,0,0,0,0
2756,10709622,K02108.01,Kepler-1102 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2757,11499228,K02109.01,Kepler-1103 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2758,11460462,K02110.01,Kepler-1104 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2759,8612275,K02111.01,Kepler-360 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2760,8612275,K02111.02,Kepler-360 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2762,7207061,K02113.01,Kepler-417 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2763,7207061,K02113.02,Kepler-417 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2764,6921944,K02114.01,Kepler-1105 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2765,9532052,K02115.01,Kepler-67 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2766,8164012,K02116.01,Kepler-1106 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2767,4140813,K02117.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2769,4055304,K02119.01,Kepler-1107 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2770,4857213,K02120.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2772,4262581,K02122.01,Kepler-1109 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2773,8591693,K02123.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2774,11462341,K02124.01,,CANDIDATE,CANDIDATE,0.9920,0,0,0,0
2775,9405595,K02125.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2776,3546060,K02126.01,Kepler-1110 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2779,9351920,K02129.01,Kepler-1111 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2780,2161536,K02130.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2781,10549023,K02131.01,Kepler-1112 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2782,9661979,K02132.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0
2785,4254466,K02134.01,Kepler-1113 b,CONFIRMED,CANDIDATE,0.9120,0,0,0,0
2786,9904006,K02135.01,Kepler-361 c,CONFIRMED,CANDIDATE,0.9790,0,0,0,0
2787,9904006,K02135.02,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2788,9904006,K02135.03,Kepler-361 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2790,9364609,K02137.01,Kepler-1114 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
2791,5022828,K02138.01,Kepler-1115 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0
2793,8233702,K02140.01,Kepler-1116 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2796,11403339,K02143.01,Kepler-1117 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2797,8260902,K02144.01,Kepler-1118 b,CONFIRMED,CANDIDATE,0.9910,0,0,0,0
2798,8381204,K02145.01,Kepler-1119 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2799,6774537,K02146.01,Kepler-1120 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2800,10404582,K02147.01,Kepler-362 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2801,10404582,K02147.02,Kepler-362 b,CONFIRMED,CANDIDATE,0.8540,0,0,0,0
2802,6021193,K02148.01,Kepler-363 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2803,6021193,K02148.02,Kepler-363 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2804,6021193,K02148.03,Kepler-363 b,CONFIRMED,CANDIDATE,0.7490,0,0,0,0
2805,10617017,K02149.01,Kepler-1121 b,CONFIRMED,CANDIDATE,0.9890,0,0,0,0
2806,3229150,K02150.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0
2807,3229150,K02150.02,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0
2809,9641481,K02152.01,Kepler-1122 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2810,10253547,K02153.01,Kepler-364 c,CONFIRMED,CANDIDATE,0.8590,0,0,0,0
2811,10253547,K02153.02,Kepler-364 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0
2812,12505076,K02154.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2813,12116380,K02155.01,Kepler-1123 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2814,2556650,K02156.01,Kepler-1124 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2816,5211199,K02158.01,,CANDIDATE,CANDIDATE,0.9440,0,0,0,0
2817,5211199,K02158.02,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2818,8804455,K02159.01,,CANDIDATE,CANDIDATE,0.8980,0,0,0,0
2820,5546761,K02160.01,Kepler-1125 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2822,9205938,K02162.01,Kepler-1126 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2823,9205938,K02162.02,,CANDIDATE,CANDIDATE,0.9200,0,0,0,0
2824,11358389,K02163.01,Kepler-365 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0
2825,11358389,K02163.02,Kepler-365 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2826,11358389,K02163.03,,CANDIDATE,CANDIDATE,0.7910,0,0,0,0
2827,7204981,K02164.01,Kepler-1127 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2829,4370527,K02166.01,Kepler-1128 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
2830,6041734,K02167.01,Kepler-1129 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2831,6041734,K02167.03,Kepler-1129 c,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
2832,11308499,K02168.01,Kepler-366 b,CONFIRMED,CANDIDATE,0.9930,0,0,0,0
2833,11308499,K02168.02,Kepler-366 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
2834,9006186,K02169.01,Kepler-1130 b,CONFIRMED,CANDIDATE,0.8970,0,0,0,0
2835,9006186,K02169.02,,CANDIDATE,CANDIDATE,0.9610,0,0,0,0
2836,9006186,K02169.03,,CANDIDATE,CANDIDATE,0.6490,0,0,0,0
2837,9006186,K02169.04,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0
2839,11410904,K02171.01,Kepler-1131 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0
2840,4173026,K02172.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
2841,4173026,K02172.02,,CANDIDATE,CANDIDATE,0.9910,0,0,0,0
2842,11774991,K02173.01,Kepler-367 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
2844,8261920,K02174.01,,CANDIDATE,CANDIDATE,0.9730,0,0,0,0
2845,8261920,K02174.02,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0
2846,8261920,K02174.03,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0
2847,8261920,K02174.04,,CANDIDATE,CANDIDATE,0.6900,0,0,0,0
2848,9022166,K02175.01,Kepler-368 b,CONFIRMED,CANDIDATE,0.9890,0,0,0,0
2850,10965588,K02177.01,Kepler-1132 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
